MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
8.1015,24,7.766,2.43,541,3.747,37.612,-116.8265,5.5
3.6156,33,6.664,2.204,354,3.614,39.8765,-122.8231,3.4697
2.0333,51,6.578,1.264,314,4.942,35.3573,-118.5867,3.6014
2.0023,12,6.778,2.301,650,3.54,32.5771,-116.8182,2.6005
2.5948,27,6.541,2.097,760,3.517,34.2613,-119.1086,3.3567
2.4115,38,6.9,1.82,856,3.745,34.5039,-118.676,3.8352
4.7513,18,9.754,2.811,469,3.327,35.2685,-118.345,5.1622
2.9838,45,4.435,1.374,541,3.862,36.0187,-119.5981,3.9727
1.8855,39,6.172,0.775,1015,3.352,39.2123,-121.4488,3.1632
6.9952,13,5.388,1.279,320,3.494,33.2053,-117.8112,5.5
2.7861,40,8.387,3.003,669,3.342,37.1222,-123.9382,3.5198
3.9925,30,6.296,1.699,1277,2.905,37.2371,-122.7053,4.587
2.0055,49,7.301,2.159,582,2.677,38.3508,-114.7848,3.3064
3.2594,41,8.877,2.611,538,3.045,35.4502,-119.3674,4.3592
3.1758,13,5.24,1.759,1238,4.415,34.968,-115.8723,3.5198
1.0567,34,5.826,1.629,328,3.759,37.0969,-116.8713,2.222
7.4457,36,8.667,2.461,444,3.469,38.7663,-121.1326,5.5
5.1827,30,5.202,1.61,453,3.208,32.9236,-116.0617,5.5
2.2287,25,5.865,2.008,941,4.498,35.289,-123.5411,2.8957
1.5665,2,4.773,1.709,298,3.391,39.9794,-115.3127,1.4943
3.2342,36,8.746,2.484,1232,3.296,37.0998,-117.3541,4.4384
2.8387,18,5.765,1.588,656,2.862,41.5423,-114.7657,3.1676
3.2473,5,6.98,2.043,1122,2.74,40.7416,-115.0971,3.4008
2.9915,19,7.489,2.747,1236,3.981,35.7675,-120.5072,3.2863
3.5013,42,5.522,1.871,449,4.809,39.3996,-115.5033,4.2621
5.605,18,4.531,1.251,671,3.884,35.1059,-118.5883,5.5
3.6112,32,6.196,1.359,593,3.877,34.1653,-122.8503,3.9942
1.6083,21,6.176,2.194,643,4.893,40.8697,-115.7897,1.6054
5.3724,10,6.401,2.311,500,4.005,35.8274,-114.9668,5.4729
6.1738,37,6.408,1.567,1161,3.714,34.4325,-123.6123,5.5
13.1448,49,5.859,1.627,606,4.04,41.6673,-114.7292,5.5
1.55,22,5.814,1.999,562,4.256,32.7948,-118.1867,3.2273
3.0693,13,6.9,2.203,1166,4.01,35.9855,-124.2281,3.4422
0.9598,17,5.5,1.102,1010,3.467,32.865,-118.8112,2.6241
3.5843,9,6.355,1.548,767,3.949,37.289,-116.1341,3.4386
2.0666,24,5.785,1.904,546,3.366,36.3112,-118.9016,3.185
7.1116,44,6.897,2.155,1383,3.701,39.3464,-117.0739,5.5
1.8454,14,8.25,2.75,392,3.943,41.5633,-115.2644,1.8439
1.1681,46,8.327,2.823,1137,4.927,37.437,-115.3675,2.2798
2.1476,8,8.598,2.683,909,3.968,35.2113,-122.6219,2.7679
1.0123,37,6.054,1.944,353,3.727,40.7857,-120.0151,1.7922
3.9573,19,6.158,1.672,690,3.509,38.2431,-123.3328,3.4993
0.968,28,5.063,1.548,343,3.419,37.7581,-118.2515,1.2553
2.7572,46,6.044,1.908,558,3.516,34.2915,-114.4754,3.9808
0.9618,41,6.088,2.346,765,3.74,32.8856,-122.5906,1.8937
2.316,30,5.724,1.481,400,4.265,36.8833,-120.2619,2.2658
6.1823,7,5.719,1.923,205,3.107,37.5164,-114.4827,5.2936
3.2554,26,4.693,1.381,623,4.168,33.7074,-116.6238,3.9776
1.7652,40,4.996,1.685,740,3.428,33.0643,-123.7527,2.5606
2.6762,46,6.542,1.923,550,3.363,34.5528,-120.0016,4.3578
2.7429,46,6.593,2.366,660,4.011,33.0994,-114.1272,3.8568
3.4429,11,7.181,1.888,608,3.522,33.0333,-119.741,3.9354
1.3724,14,6.147,1.888,399,3.99,36.7196,-117.8913,1.8154
3.6557,21,6.497,2.092,1760,3.938,40.1973,-117.1397,4.1014
0.7031,8,8.522,2.266,779,4.194,38.8079,-117.5287,1.879
1.9839,3,6.411,2.021,537,4.538,38.9544,-119.0535,2.6239
2.1294,28,5.708,2.0,440,2.927,34.9931,-123.1056,2.7189
3.731,29,5.135,1.523,545,3.832,32.6055,-117.0616,4.6581
2.7492,23,7.693,2.597,554,3.344,36.7811,-114.7001,2.9936
1.3461,18,4.689,1.248,677,3.955,36.0827,-114.6122,1.8239
1.6611,35,5.485,1.345,1179,3.052,41.4987,-118.2694,2.8933
3.0022,13,7.081,2.371,444,3.746,33.1842,-119.3319,3.1632
2.6129,12,4.53,1.232,726,2.866,39.876,-120.9934,2.6721
2.0349,47,5.727,1.238,992,3.742,36.1615,-123.4125,3.542
2.1374,50,6.659,1.745,474,3.721,40.3814,-115.2273,2.9779
3.85,5,5.995,2.202,473,3.376,37.2016,-123.0609,3.1751
2.0984,39,5.337,1.884,312,3.512,40.2948,-121.4766,3.2698
2.6012,11,5.751,1.403,1541,3.524,36.9351,-116.7258,3.4107
8.0443,11,7.726,1.753,857,2.994,36.3177,-117.1,5.5
1.334,47,9.763,2.729,500,3.097,41.6552,-117.3494,2.6594
1.0769,42,6.673,2.349,489,3.823,36.0042,-116.7121,2.3738
4.0221,47,4.468,1.297,397,4.366,40.1504,-118.8092,4.8098
1.9361,31,7.314,2.126,719,4.181,33.1368,-122.873,2.9123
2.3184,31,5.979,1.61,560,2.812,33.0952,-114.0172,3.2713
1.8394,13,5.226,1.497,420,4.483,36.662,-115.1325,2.3409
2.3871,14,5.525,1.892,452,4.526,38.0629,-119.9729,2.683
6.0452,49,5.57,1.695,956,3.341,38.2811,-118.9316,5.5
4.0595,45,4.935,1.431,549,3.35,32.8457,-120.3677,4.8737
4.1833,42,6.398,2.127,359,3.451,39.119,-117.8012,4.3282
1.339,25,9.756,2.962,687,3.905,33.7343,-116.823,2.5685
1.5287,33,5.223,1.815,471,3.558,41.5758,-122.0686,1.8832
0.6573,33,9.684,2.576,918,3.938,35.6687,-119.9556,2.1054
1.8136,15,6.77,2.123,1413,3.095,34.9837,-117.7775,3.2833
4.3857,16,6.359,2.19,252,3.194,35.267,-114.1258,4.8469
3.52,44,6.069,2.292,467,3.282,41.4049,-121.0888,4.0747
2.4333,38,5.519,1.354,712,3.309,37.087,-116.6775,3.8016
2.6881,6,6.892,2.008,640,3.961,36.6295,-120.8599,2.864
1.9262,44,7.241,1.696,1243,3.855,37.876,-123.5304,2.8448
3.0113,25,4.165,1.048,658,4.101,41.3422,-116.4135,3.502
3.9866,15,11.611,3.494,736,4.375,35.4292,-117.6823,4.7897
1.2117,4,4.603,0.914,825,3.941,34.2178,-119.0994,2.5264
3.1576,4,5.832,1.872,473,2.903,38.1572,-117.4121,3.2754
4.3328,30,4.08,1.338,860,3.5,37.1709,-115.2673,4.6651
2.2088,34,6.136,1.817,814,3.569,33.0887,-116.5566,4.0066
3.8588,27,5.902,1.523,700,3.862,37.4584,-115.4929,3.5424
11.1042,31,5.844,1.682,254,3.251,37.843,-121.4548,5.5
2.5801,32,6.91,2.804,454,4.655,39.0944,-116.0949,2.7765
3.309,44,6.166,1.689,729,3.509,41.9576,-120.7199,3.7726
1.8794,39,7.267,1.894,634,3.544,36.505,-124.2832,2.6883
2.9761,9,5.092,0.939,967,3.614,37.3469,-124.0466,2.5546
3.4217,41,6.587,2.32,971,3.452,33.2125,-116.8313,4.4425
2.9964,8,5.708,1.358,790,2.921,40.4001,-121.645,3.4404
1.6326,14,6.01,1.83,971,4.484,33.4325,-121.2704,2.2207
3.0137,33,6.86,2.781,854,3.394,41.3714,-117.9629,3.337
5.6469,23,5.852,1.864,511,4.083,35.8108,-116.7142,5.4798
3.4018,21,6.343,2.016,663,3.497,35.707,-118.6317,4.0812
4.3973,12,5.17,1.467,383,3.397,35.6218,-117.0831,3.9294
2.4145,2,8.225,2.597,1403,3.119,41.5297,-114.6189,2.1094
3.9549,13,7.576,2.302,355,2.904,41.811,-115.5313,3.8889
3.1256,4,6.618,2.164,234,3.487,41.7458,-121.9716,2.3345
1.6897,20,6.167,1.105,1920,3.466,39.1955,-114.9787,2.1706
3.1876,50,6.344,2.023,634,4.623,33.5551,-121.3787,4.0618
1.6556,51,8.185,2.633,1040,3.758,36.1704,-117.5638,3.4064
1.9809,48,7.459,3.188,959,4.415,35.2484,-115.3155,3.3043
2.9882,14,8.217,2.463,1121,3.013,39.2297,-117.9538,3.4494
3.1538,30,6.045,1.88,893,3.747,37.1802,-116.0349,3.6806
1.4999,29,7.181,2.297,896,4.035,38.3568,-114.7629,2.3187
4.6043,8,8.402,2.699,206,3.78,32.5829,-114.3472,4.353
3.6183,12,5.394,1.286,410,3.801,39.9372,-120.1884,3.8353
1.911,41,5.331,1.817,178,3.586,41.5445,-114.0759,2.9179
1.2601,38,6.867,1.745,441,3.141,38.859,-121.6473,2.2547
2.5283,26,5.094,1.632,509,3.068,40.5934,-119.647,2.6228
2.175,50,4.599,1.182,627,4.131,37.0434,-116.5126,3.4309
2.8765,2,8.375,2.419,414,3.382,32.692,-114.3134,3.6708
2.267,40,8.717,2.41,557,3.496,41.9095,-123.9441,2.9387
0.9963,14,5.146,1.48,513,3.382,33.0589,-114.5708,1.5351
2.2385,6,4.917,1.455,790,3.273,34.3314,-114.0139,2.7026
2.3331,42,5.684,1.811,972,3.029,32.9982,-114.9494,3.5042
3.7316,40,8.526,2.517,740,4.696,38.4371,-123.362,3.8009
1.9173,31,5.962,2.049,911,2.808,38.0407,-115.6726,3.1174
6.2924,17,6.611,1.807,731,4.119,34.4919,-117.7825,5.5
1.0452,25,6.941,2.231,1204,4.38,41.5882,-124.4,1.7614
5.2361,32,6.722,1.737,1689,3.796,41.1781,-114.164,4.3403
2.4299,12,9.016,3.508,195,3.625,35.1582,-122.9195,2.5909
4.1778,49,5.611,1.805,1172,3.848,38.7592,-120.3334,4.8357
2.8289,13,6.346,1.683,349,3.51,40.6247,-124.1821,2.4588
4.8056,19,6.805,2.632,729,4.309,35.9181,-121.25,4.7835
2.2396,44,6.416,2.091,757,4.4,34.909,-118.5326,3.3308
1.5694,48,5.109,1.355,901,4.03,34.9338,-114.726,2.5098
5.5304,25,4.881,1.432,648,2.954,40.2943,-114.1012,5.5
2.5683,31,4.863,1.182,663,4.111,36.8992,-120.0547,3.329
3.0367,37,7.573,1.841,789,4.514,39.2957,-120.0041,3.2334
5.0398,25,5.504,1.984,559,4.07,38.6779,-122.8164,5.1475
1.6226,16,7.159,1.826,257,4.31,35.4091,-119.2672,2.5467
3.661,38,6.6,1.539,664,3.349,34.4767,-114.6291,4.3984
2.024,43,5.345,1.773,457,3.472,33.695,-122.7633,2.594
2.5445,49,5.37,2.057,438,4.533,32.7269,-121.702,3.1069
2.8183,23,6.666,2.385,417,4.105,33.2719,-115.1412,2.8544
1.2839,14,6.587,2.731,248,3.587,34.9343,-117.9225,2.6822
1.8415,6,7.195,3.029,544,3.574,39.2792,-121.0297,2.3542
5.3417,25,5.907,1.506,665,3.729,33.9717,-115.9662,5.5
4.2338,23,5.476,1.558,976,3.561,37.4723,-123.3559,3.7913
2.6345,43,6.632,1.469,495,3.721,34.8288,-115.4873,4.1037
3.0696,12,8.862,2.143,1463,6.097,37.3622,-119.061,4.1394
2.3464,13,4.552,1.61,890,3.361,39.6251,-116.5522,2.3609
5.3564,36,5.526,1.734,379,2.899,35.0268,-119.0569,5.5
2.4592,39,7.35,2.74,521,3.381,35.805,-121.9141,3.7596
3.0524,34,6.782,1.741,1827,4.037,39.3685,-117.7711,4.0183
4.8212,6,7.374,2.01,972,4.066,37.6902,-122.8747,4.6393
1.8429,38,5.94,1.958,511,3.192,33.3984,-122.0864,2.706
5.9263,50,4.763,1.681,1039,3.521,39.7025,-118.7321,5.5
1.2646,40,9.4,2.052,354,4.232,35.1357,-120.4052,2.9456
6.14,8,8.204,2.362,504,3.66,36.158,-116.6754,5.5
2.2562,8,6.449,2.064,207,3.215,34.8292,-118.3725,2.8235
2.4076,40,5.482,1.859,899,3.31,37.6619,-120.496,3.0469
1.0565,33,5.868,2.048,371,4.602,39.2238,-121.0693,1.957
2.1654,34,6.801,2.015,638,3.483,40.1306,-114.911,2.9437
1.6162,44,6.156,1.466,306,3.747,41.2602,-124.0791,2.974
2.0061,15,6.462,1.317,735,2.974,35.9126,-117.2442,3.428
2.5379,36,9.265,2.695,640,3.592,41.3598,-120.3851,3.1853
4.3881,35,7.913,2.26,318,5.782,38.3611,-120.5377,4.5613
3.0156,46,5.154,1.341,523,4.888,36.2011,-117.6553,4.4899
3.1703,22,6.586,2.27,710,3.86,40.9293,-115.5701,3.2722
1.5718,23,5.834,1.415,830,4.755,38.0065,-116.8937,2.7564
1.75,40,6.901,1.842,1467,4.067,36.8157,-117.4638,3.2045
6.6816,45,6.397,2.292,1222,5.328,32.6093,-119.2899,5.5
1.8821,51,12.917,3.375,469,4.106,39.3163,-119.5736,3.6463
6.2221,22,7.098,2.244,467,4.554,33.2348,-119.6625,5.5
2.4072,5,6.305,1.888,325,2.781,35.2492,-122.9728,3.072
2.7214,31,9.79,3.056,401,3.937,41.6361,-118.6252,3.6046
4.6422,13,6.767,2.328,1022,3.405,33.9745,-121.1876,4.7335
5.1343,28,4.842,1.531,300,4.041,35.462,-118.0086,5.5
2.5718,20,6.317,1.457,615,4.018,41.3572,-118.8895,2.8788
2.2387,33,7.388,1.767,572,4.585,35.708,-114.6308,2.9957
2.6433,16,7.183,2.261,455,4.35,35.6224,-119.9332,3.5206
3.2187,29,8.059,2.047,346,3.051,38.6556,-117.5238,3.5558
4.2446,23,6.693,2.328,257,2.877,33.7479,-118.2756,5.0355
2.724,24,6.595,2.08,348,3.609,41.7411,-117.3139,2.6315
3.7041,34,4.942,1.059,638,4.159,35.1127,-121.6968,4.2433
6.1668,7,9.089,3.585,896,4.086,39.964,-121.7989,4.8224
3.2892,38,6.089,1.715,1489,3.755,35.2323,-118.6234,4.5383
3.1766,37,5.341,1.546,786,4.074,35.116,-115.5849,4.2413
1.2719,4,11.859,3.808,894,4.204,33.0464,-116.9399,2.3963
0.7295,34,9.419,2.785,1486,3.756,33.6335,-119.3662,2.4058
3.3009,42,5.918,2.06,787,4.078,37.4587,-121.8215,4.4431
2.5924,22,4.549,1.133,1087,4.133,37.98,-116.5269,3.0668
2.1014,5,5.613,2.006,550,3.699,40.2505,-114.7744,2.244
3.0703,50,9.198,3.072,953,4.654,33.072,-122.2633,4.3965
2.6374,42,6.726,1.757,738,3.139,35.8834,-116.1095,3.7864
4.7774,23,4.99,1.56,589,4.781,34.4015,-122.6893,4.9752
2.8379,15,7.67,2.766,1441,4.35,35.8998,-115.0418,2.3944
1.8711,31,6.208,2.024,364,5.186,35.8659,-117.7585,3.2085
4.4597,9,5.689,1.749,432,3.006,35.8657,-122.5994,4.0785
2.4386,43,5.774,1.912,1198,3.534,35.4415,-124.1193,3.7563
3.537,25,8.632,2.895,1080,3.994,39.7578,-117.2065,3.8049
2.141,25,7.28,2.0,669,3.862,39.0522,-118.1359,3.2088
1.9642,49,4.87,1.499,788,3.493,35.744,-118.0812,3.3928
2.8351,21,7.004,2.398,861,3.89,33.8916,-119.4362,4.6056
2.7358,9,6.629,2.033,798,4.487,37.4237,-118.0483,3.1728
3.4553,48,5.951,1.572,750,3.796,41.2291,-115.3312,4.8085
2.3766,38,6.014,1.888,436,3.069,33.6738,-114.504,3.4607
1.0853,22,5.457,1.531,1235,5.1,39.6538,-120.8827,1.55
2.1894,43,5.674,1.867,600,3.244,38.1941,-119.3773,3.4208
4.0427,23,6.889,2.558,405,3.131,38.0916,-121.6332,4.406
2.3427,49,6.124,2.044,711,3.351,41.3792,-120.1784,3.4457
2.4032,4,7.279,1.884,789,3.404,41.5814,-116.1432,2.6593
4.4513,29,5.541,1.746,810,3.872,34.8165,-120.0376,5.0108
1.9041,15,7.541,1.29,1081,5.581,40.1805,-120.3878,2.6389
1.2568,1,8.648,2.551,550,3.273,38.3976,-115.5738,1.7395
2.5085,30,6.473,2.246,643,4.383,36.384,-124.4866,2.7853
2.1338,29,7.239,2.317,436,5.016,38.8234,-115.552,2.5391
1.6768,20,7.301,2.23,747,3.497,41.5817,-122.5952,2.4078
2.4901,33,5.855,2.38,432,3.665,37.4103,-121.6176,2.5519
3.4756,41,7.307,1.569,495,3.89,41.4308,-120.7031,4.3325
2.7057,44,4.269,0.965,1087,3.481,38.6074,-115.2532,3.8964
3.1692,36,4.014,1.301,712,2.89,37.0876,-114.9588,4.535
6.7309,22,6.06,2.09,1355,4.562,38.6196,-117.5576,5.4361
2.29,13,7.42,2.574,1197,3.806,38.2241,-119.8858,2.1548
3.1242,7,6.369,1.728,740,3.428,36.5061,-119.0807,3.2723
2.1073,8,7.606,1.961,793,3.695,37.8434,-118.4058,2.5201
1.7804,28,5.125,1.283,590,3.552,39.1809,-114.4831,2.7299
2.029,45,7.841,2.479,1120,4.06,40.4692,-114.3237,2.416
2.1396,43,9.306,2.334,797,3.271,35.3911,-115.603,3.4962
3.2535,9,5.637,2.005,1048,3.521,32.6392,-118.3708,3.5536
8.7981,25,7.648,2.286,481,3.798,37.7366,-120.3973,5.5
1.9002,16,6.512,1.725,336,2.834,37.1482,-122.0821,2.8721
2.2071,10,7.117,1.886,855,3.588,33.0149,-118.8882,3.2547
2.6338,11,9.301,2.078,945,3.369,38.5088,-120.8709,2.9252
3.3132,31,6.944,1.807,690,4.07,41.4433,-123.7362,3.072
3.1012,12,7.637,2.08,888,3.856,36.3212,-119.4997,3.7489
5.1657,31,5.068,1.624,434,4.503,40.9964,-118.5036,4.8781
0.808,14,7.585,2.238,1063,2.817,40.2245,-118.0812,1.5564
0.8241,51,9.265,2.381,1194,3.403,34.0363,-123.725,2.4402
2.1214,44,5.397,1.289,1108,3.827,39.9792,-119.4273,3.507
4.7051,32,6.068,1.748,707,4.52,37.4087,-117.6129,5.0269
1.2426,50,7.506,1.481,1203,3.179,41.227,-114.4088,2.4882
0.6042,17,7.126,2.025,375,3.315,34.2995,-124.237,1.1412
3.6168,35,4.98,1.772,886,4.536,33.6879,-117.399,4.3366
3.0705,1,6.709,1.945,951,5.309,34.7922,-123.8455,3.1752
1.576,29,6.056,1.865,854,4.824,33.0665,-122.8321,2.3349
1.6607,51,5.351,1.616,415,4.831,35.5408,-122.6803,2.7041
1.6739,4,8.733,2.015,745,3.963,35.1886,-121.0468,1.9509
2.8727,23,6.489,2.517,585,3.791,36.454,-115.7714,2.9603
1.9874,28,8.019,2.242,249,4.976,36.8983,-115.5095,2.8424
3.48,16,5.152,1.545,369,3.547,33.8748,-120.563,3.9194
0.6523,12,7.348,1.963,1188,3.221,38.3841,-119.9713,1.4335
1.7711,21,8.163,2.913,545,3.877,34.6239,-122.2212,2.477
1.548,45,6.168,1.4,1127,3.529,33.6583,-119.9586,3.4801
2.3913,17,5.861,2.14,1178,3.331,39.2337,-121.6142,2.8092
2.0771,40,5.03,1.433,874,4.222,32.716,-122.6637,2.943
4.0508,13,5.454,1.491,489,3.586,35.9995,-122.8361,4.0109
1.0729,32,5.913,1.588,1066,3.82,33.8718,-116.3557,2.7522
2.7808,37,5.344,2.087,740,4.029,40.8865,-123.2721,2.3181
3.5936,50,5.559,1.222,680,2.91,40.3324,-118.0316,4.6845
6.878,15,6.699,1.831,421,4.483,33.075,-122.7414,5.5
2.1364,12,6.871,1.618,517,5.307,37.7293,-115.7027,2.2851
3.1971,49,8.217,1.72,424,4.512,35.3059,-121.6181,3.9685
1.103,15,5.566,2.033,1074,2.325,34.3292,-124.0286,2.2269
0.822,34,6.513,1.945,1432,3.844,35.4596,-119.7532,2.0149
4.147,6,5.954,1.441,1055,2.874,40.2509,-114.0021,3.9446
2.7107,17,5.871,2.005,734,4.451,33.0496,-115.9621,3.3284
4.9001,48,6.076,1.701,570,4.454,38.6582,-118.5122,5.2105
1.3679,49,6.226,1.666,844,3.929,41.177,-122.5109,1.8821
3.5252,20,6.831,2.246,539,2.602,36.7565,-123.2662,3.7801
6.92,9,6.059,1.69,654,3.724,41.0644,-115.6952,5.5
3.353,5,8.477,2.135,441,3.172,41.1146,-116.2291,3.5357
3.1214,23,4.688,1.569,920,3.795,38.2912,-119.647,3.4511
2.7299,33,8.148,2.387,944,3.71,36.8305,-120.0752,4.2287
1.2393,38,6.013,2.028,1047,4.349,39.5078,-116.6389,2.2117
5.3537,14,6.235,1.745,879,3.634,41.2041,-118.8716,4.8421
2.0029,17,6.469,2.27,848,4.798,38.9603,-120.2562,2.4789
3.4982,19,7.538,2.267,394,3.943,34.4913,-121.8569,4.1911
1.2442,33,5.442,1.921,386,3.447,40.2905,-123.2131,1.3885
1.5072,1,5.68,1.996,784,3.671,41.5396,-118.2547,1.724
5.5708,13,7.208,2.608,1153,4.517,36.3976,-115.8265,5.3718
2.285,46,4.693,1.424,581,4.611,39.1271,-116.6651,3.4634
5.6217,27,6.436,2.054,667,2.592,37.4226,-117.1887,5.5
2.614,6,5.528,1.595,670,3.14,33.5641,-114.7471,3.2921
1.0823,6,5.312,1.355,264,3.398,35.8235,-120.3576,1.9083
4.2462,33,4.741,1.897,750,4.601,34.0564,-123.0592,4.4037
2.024,30,7.65,2.007,505,4.496,38.8989,-123.4295,3.3187
3.8549,46,6.7,2.313,902,4.323,38.0299,-114.4724,3.986
2.7528,35,5.663,1.904,654,4.411,32.8186,-118.3159,3.7401
1.2566,23,6.266,1.936,608,4.829,33.0853,-115.9867,1.9396
2.951,10,5.229,1.528,614,4.04,34.9775,-118.8766,3.6303
8.1508,51,5.816,1.703,564,4.38,39.5762,-120.3158,5.5
3.4781,19,6.223,1.662,336,3.964,33.7049,-122.3972,4.2913
2.6412,51,6.569,2.002,1071,4.358,34.4454,-115.5077,3.1905
4.6537,28,7.041,1.696,484,3.467,41.1225,-123.8331,5.0642
3.0202,23,4.607,1.554,526,3.285,37.6883,-115.0476,3.2168
3.0185,4,7.046,2.033,691,3.382,38.3981,-122.3474,2.7361
1.5749,20,4.671,1.177,380,3.573,36.8298,-124.3999,2.0956
3.0554,19,7.101,1.677,518,4.2,35.3478,-123.4091,3.3406
4.5618,42,6.204,1.82,1734,4.78,34.8667,-115.2232,5.1999
1.7896,27,8.218,2.425,787,3.408,38.0976,-123.7261,2.145
5.5414,34,5.661,1.552,433,5.507,36.9743,-120.77,5.5
2.5965,4,7.665,2.492,234,3.6,36.3288,-121.8717,3.0117
1.7439,38,5.158,1.637,1097,3.729,39.0967,-124.113,2.4492
4.4764,7,6.626,2.007,400,3.879,36.3395,-118.9196,4.4869
2.3551,48,4.432,1.124,507,3.396,32.8489,-114.0175,3.7445
3.9739,7,7.841,2.062,540,3.46,40.4769,-115.5434,4.1869
2.3493,50,9.524,2.192,421,3.558,35.5248,-122.7266,3.7016
2.6382,26,5.635,1.637,640,3.149,41.4908,-115.2147,2.9409
3.4791,26,6.65,2.181,504,3.307,40.8558,-119.7562,3.8574
3.1439,19,7.12,1.705,902,3.677,34.7222,-121.6309,3.5827
1.0022,9,4.815,1.309,713,3.506,41.672,-117.7768,0.8564
1.5517,20,5.58,1.659,1361,3.388,40.6088,-122.2247,2.1901
4.3263,42,5.514,1.808,1374,4.337,41.8577,-115.2637,4.408
2.5445,45,11.227,2.539,412,2.915,38.9405,-117.9461,3.7979
2.092,50,8.133,3.343,564,4.056,41.3419,-123.0718,1.9978
1.3781,16,6.199,2.093,1953,3.802,39.0559,-118.5082,1.8653
1.5843,17,7.662,2.069,372,3.877,40.6234,-119.1411,1.9865
0.9892,22,6.775,1.67,991,3.126,38.2991,-119.5497,2.4622
2.5841,13,7.354,2.311,874,3.433,41.3272,-120.6678,3.1917
2.0153,12,5.267,1.704,435,3.94,37.4218,-119.5208,2.3778
1.6765,10,8.767,2.196,445,3.44,39.4974,-118.3469,2.4602
2.6273,1,5.56,1.358,1673,2.999,41.2111,-116.7975,2.4401
3.2608,32,5.615,1.434,1656,3.576,36.5127,-114.8623,4.0781
7.7415,30,7.35,2.229,824,3.616,32.7508,-124.034,5.5
1.2764,8,6.972,2.118,332,4.145,33.5739,-118.5219,1.7523
4.8535,21,6.513,2.659,1246,4.412,41.7332,-116.6043,4.7814
4.4218,22,7.765,1.489,331,3.794,40.7954,-123.2867,4.4687
1.8413,18,5.164,1.376,951,3.966,37.0925,-114.9293,2.653
3.009,2,9.794,2.679,296,4.357,41.6285,-121.9276,2.5718
2.1623,48,5.857,1.899,667,3.618,34.2633,-115.75,2.884
2.9827,44,6.364,2.077,1035,4.029,33.5542,-117.5489,3.9235
5.7809,9,9.83,2.851,161,3.046,38.2137,-118.6248,5.5
3.6796,3,5.623,2.111,510,3.429,36.1301,-115.373,3.4992
3.5054,26,8.092,1.976,718,4.83,35.7278,-114.323,4.1861
2.1921,21,6.203,1.645,559,4.336,39.4744,-114.0301,2.3786
1.2943,30,5.481,1.284,475,4.213,33.9251,-117.3255,2.8443
2.4492,28,5.994,1.754,622,3.277,39.8953,-120.9391,2.9472
4.9694,36,7.312,2.072,1117,3.004,35.9148,-115.3157,5.2865
1.2667,26,8.076,2.74,1318,3.244,41.874,-117.6293,2.0621
1.6039,34,6.796,2.668,946,3.775,40.1831,-121.105,2.6148
2.8954,8,4.775,1.788,1446,4.023,38.6391,-114.7102,2.6908
1.6614,10,7.423,1.773,509,4.731,34.6797,-116.6497,2.0432
1.8289,48,6.295,1.905,896,3.136,41.5861,-119.7453,3.063
2.1994,43,5.22,1.768,399,3.427,32.8126,-119.7278,3.0177
1.3733,50,6.972,2.325,2880,4.768,34.6218,-114.0428,2.5632
1.6702,14,8.297,3.449,699,2.978,32.8494,-120.5761,2.1344
3.864,40,6.491,1.876,994,3.84,41.6819,-123.5122,4.2832
1.4138,15,7.912,2.405,275,2.85,40.7788,-118.8451,2.0887
1.2227,17,7.149,2.946,983,3.536,41.545,-115.209,1.3315
1.9837,18,7.169,2.301,704,5.028,39.2928,-118.3625,1.9978
3.9196,32,6.089,1.645,838,4.034,32.7605,-116.1726,5.4801
2.4634,38,7.729,1.942,669,4.543,41.3493,-123.9239,2.9865
2.1548,23,7.896,2.451,626,4.032,36.4991,-117.4294,3.247
2.7792,46,7.685,2.715,570,4.022,35.9979,-123.6685,3.5942
1.1356,23,6.079,2.144,635,2.961,35.1993,-118.6583,2.7975
3.4811,35,8.023,2.057,1385,5.108,35.2246,-119.2734,4.1477
3.2927,39,7.032,2.146,553,4.766,40.106,-114.5712,3.7399
2.2152,15,5.348,1.484,2057,3.341,34.9356,-123.1091,2.7569
4.495,24,5.997,1.755,685,4.692,34.6105,-124.4003,4.1672
1.5469,28,5.822,2.01,1339,4.363,39.1312,-123.0578,2.4065
4.7777,16,4.469,1.329,1178,4.098,35.2309,-122.7076,4.4434
2.9366,16,8.056,2.68,304,3.836,32.6247,-121.8654,3.3508
2.2973,40,13.363,4.465,338,3.664,41.3518,-115.9416,3.3932
2.6914,39,8.44,2.274,473,4.85,35.4789,-120.5428,4.1599
2.5763,6,6.706,2.424,307,3.793,39.7616,-115.672,2.1671
5.0035,2,5.839,1.432,541,3.988,36.9554,-121.6447,4.92
1.5867,13,5.396,1.278,674,4.786,33.7738,-115.4643,2.5895
1.8566,44,6.689,1.847,919,4.43,38.7883,-124.4151,2.2643
4.5638,47,7.992,2.008,727,3.123,34.6998,-114.6874,4.9957
2.0183,9,5.661,1.869,666,3.418,35.2352,-116.6665,2.6867
4.2643,34,11.672,4.998,1109,3.306,32.8079,-120.1663,4.9744
6.358,17,4.959,1.767,1037,3.971,32.6558,-118.438,5.5
2.2235,27,6.794,1.761,1726,3.468,37.3794,-114.7033,2.8835
3.8216,29,6.577,1.645,730,3.518,33.0491,-118.3831,4.89
